bits,N,y,q,r,N_digits,y_digits,q_digits,r_digits,q_norm,q_bin,exact,correct_digits,valid_digits
7,91,3393,37,26,2,4,2,2,0.41111111,Q25_50,0,1,2
7,91,5766,63,33,2,4,2,2,0.7,Q50_75,0,1,2
7,91,5905,64,81,2,4,2,2,0.71111111,Q50_75,0,1,2
7,91,3109,34,15,2,4,2,2,0.37777778,Q25_50,1,2,2
7,91,5115,56,19,2,4,2,2,0.62222222,Q50_75,0,1,2
7,91,7099,78,1,2,4,2,1,0.86666667,Q75_100,0,0,1
7,91,4834,53,11,2,4,2,2,0.58888889,Q50_75,0,1,2
7,91,1403,15,38,2,4,2,2,0.16666667,Q0_25,0,1,2
7,91,5373,59,4,2,4,2,1,0.65555556,Q50_75,0,0,1
7,91,407,4,43,2,3,1,2,0.04444444,Q0_25,0,0,2
7,91,1152,12,60,2,4,2,2,0.13333333,Q0_25,0,1,2
7,91,959,10,49,2,3,2,2,0.11111111,Q0_25,0,1,2
7,91,5769,63,36,2,4,2,2,0.7,Q50_75,0,1,2
7,91,6468,71,7,2,4,2,1,0.78888889,Q75_100,0,0,1
7,91,6603,72,51,2,4,2,2,0.8,Q75_100,0,1,2
7,91,2820,30,90,2,4,2,2,0.33333333,Q25_50,0,0,2
7,91,3248,35,63,2,4,2,2,0.38888889,Q25_50,0,0,2
7,91,7831,86,5,2,4,2,1,0.95555556,Q75_100,1,1,1
7,91,5651,62,9,2,4,2,1,0.68888889,Q50_75,0,0,1
7,91,4519,49,60,2,4,2,2,0.54444444,Q50_75,0,0,2
7,91,2930,32,18,2,4,2,2,0.35555556,Q25_50,0,0,2
7,91,5014,55,9,2,4,2,1,0.61111111,Q50_75,0,0,1
7,91,1896,20,76,2,4,2,2,0.22222222,Q0_25,0,1,2
7,91,7153,78,55,2,4,2,2,0.86666667,Q75_100,0,1,2
7,91,2620,28,72,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,1556,17,9,2,4,2,1,0.18888889,Q0_25,0,0,1
7,91,7889,86,63,2,4,2,2,0.95555556,Q75_100,0,0,2
7,91,3654,40,14,2,4,2,2,0.44444444,Q25_50,0,1,2
7,91,8199,90,9,2,4,2,1,1.0,Q75_100,0,0,1
7,91,1805,19,76,2,4,2,2,0.21111111,Q0_25,0,1,2
7,91,1905,20,85,2,4,2,2,0.22222222,Q0_25,1,2,2
7,91,5535,60,75,2,4,2,2,0.66666667,Q50_75,0,1,2
7,91,4622,50,72,2,4,2,2,0.55555556,Q50_75,0,1,2
7,91,1967,21,56,2,4,2,2,0.23333333,Q0_25,0,1,2
7,91,7999,87,82,2,4,2,2,0.96666667,Q75_100,0,1,2
7,91,4676,51,35,2,4,2,2,0.56666667,Q50_75,0,1,2
7,91,5114,56,18,2,4,2,2,0.62222222,Q50_75,0,1,2
7,91,7634,83,81,2,4,2,2,0.92222222,Q75_100,0,0,2
7,91,1772,19,43,2,4,2,2,0.21111111,Q0_25,0,1,2
7,91,2779,30,49,2,4,2,2,0.33333333,Q25_50,0,0,2
7,91,5995,65,80,2,4,2,2,0.72222222,Q50_75,0,1,2
7,91,3470,38,12,2,4,2,2,0.42222222,Q25_50,0,1,2
7,91,5752,63,19,2,4,2,2,0.7,Q50_75,0,0,2
7,91,5626,61,75,2,4,2,2,0.67777778,Q50_75,0,1,2
7,91,8212,90,22,2,4,2,2,1.0,Q75_100,0,0,2
7,91,7081,77,74,2,4,2,2,0.85555556,Q75_100,0,1,2
7,91,3365,36,89,2,4,2,2,0.4,Q25_50,0,1,2
7,91,920,10,10,2,3,2,2,0.11111111,Q0_25,0,0,2
7,91,3389,37,22,2,4,2,2,0.41111111,Q25_50,0,0,2
7,91,6068,66,62,2,4,2,2,0.73333333,Q50_75,0,0,2
7,91,2299,25,24,2,4,2,2,0.27777778,Q25_50,0,0,2
7,91,4571,50,21,2,4,2,2,0.55555556,Q50_75,0,1,2
7,91,1300,14,26,2,4,2,2,0.15555556,Q0_25,0,0,2
7,91,4566,50,16,2,4,2,2,0.55555556,Q50_75,0,1,2
7,91,1055,11,54,2,4,2,2,0.12222222,Q0_25,0,0,2
7,91,4831,53,8,2,4,2,1,0.58888889,Q50_75,0,0,1
7,91,6462,71,1,2,4,2,1,0.78888889,Q75_100,0,0,1
7,91,8273,90,83,2,4,2,2,1.0,Q75_100,1,2,2
7,91,7411,81,40,2,4,2,2,0.9,Q75_100,0,0,2
7,91,4081,44,77,2,4,2,2,0.48888889,Q25_50,1,2,2
7,91,330,3,57,2,3,1,2,0.03333333,Q0_25,0,1,2
7,91,4419,48,51,2,4,2,2,0.53333333,Q50_75,0,1,2
7,91,4439,48,71,2,4,2,2,0.53333333,Q50_75,0,0,2
7,91,972,10,62,2,3,2,2,0.11111111,Q0_25,0,0,2
7,91,8205,90,15,2,4,2,2,1.0,Q75_100,0,1,2
7,91,139,1,48,2,3,1,2,0.01111111,Q0_25,0,0,2
7,91,4930,54,16,2,4,2,2,0.6,Q50_75,0,0,2
7,91,6123,67,26,2,4,2,2,0.74444444,Q50_75,0,1,2
7,91,7677,84,33,2,4,2,2,0.93333333,Q75_100,0,1,2
7,91,2575,28,27,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,28,0,28,2,2,1,2,0.0,Q0_25,0,0,2
7,91,6584,72,32,2,4,2,2,0.8,Q75_100,0,1,2
7,91,5685,62,43,2,4,2,2,0.68888889,Q50_75,0,1,2
7,91,6103,67,6,2,4,2,1,0.74444444,Q50_75,0,0,1
7,91,6345,69,66,2,4,2,2,0.76666667,Q75_100,0,0,2
7,91,1577,17,30,2,4,2,2,0.18888889,Q0_25,0,0,2
7,91,4739,52,7,2,4,2,1,0.57777778,Q50_75,0,0,1
7,91,4901,53,78,2,4,2,2,0.58888889,Q50_75,0,0,2
7,91,6747,74,13,2,4,2,2,0.82222222,Q75_100,0,1,2
7,91,4061,44,57,2,4,2,2,0.48888889,Q25_50,0,1,2
7,91,2316,25,41,2,4,2,2,0.27777778,Q25_50,0,0,2
7,91,3447,37,80,2,4,2,2,0.41111111,Q25_50,0,0,2
7,91,3388,37,21,2,4,2,2,0.41111111,Q25_50,0,0,2
7,91,186,2,4,2,3,1,1,0.02222222,Q0_25,0,0,1
7,91,2933,32,21,2,4,2,2,0.35555556,Q25_50,0,1,2
7,91,5563,61,12,2,4,2,2,0.67777778,Q50_75,0,1,2
7,91,7927,87,10,2,4,2,2,0.96666667,Q75_100,0,0,2
7,91,7619,83,66,2,4,2,2,0.92222222,Q75_100,0,1,2
7,91,5622,61,71,2,4,2,2,0.67777778,Q50_75,0,1,2
7,91,5223,57,36,2,4,2,2,0.63333333,Q50_75,0,1,2
7,91,2549,28,1,2,4,2,1,0.31111111,Q25_50,0,0,1
7,91,8166,89,67,2,4,2,2,0.98888889,Q75_100,0,1,2
7,91,3871,42,49,2,4,2,2,0.46666667,Q25_50,0,0,2
7,91,4429,48,61,2,4,2,2,0.53333333,Q50_75,0,0,2
7,91,764,8,36,2,3,1,2,0.08888889,Q0_25,0,0,2
7,91,2681,29,42,2,4,2,2,0.32222222,Q25_50,0,1,2
7,91,7882,86,56,2,4,2,2,0.95555556,Q75_100,0,0,2
7,91,4260,46,74,2,4,2,2,0.51111111,Q50_75,0,1,2
7,91,5546,60,86,2,4,2,2,0.66666667,Q50_75,0,1,2
7,91,39,0,39,2,2,1,2,0.0,Q0_25,0,0,2
7,91,7473,82,11,2,4,2,2,0.91111111,Q75_100,0,1,2
7,91,7544,82,82,2,4,2,2,0.91111111,Q75_100,0,1,2
7,91,84,0,84,2,2,1,2,0.0,Q0_25,0,0,2
7,91,7028,77,21,2,4,2,2,0.85555556,Q75_100,0,1,2
7,91,7220,79,31,2,4,2,2,0.87777778,Q75_100,0,1,2
7,91,3000,32,88,2,4,2,2,0.35555556,Q25_50,0,1,2
7,91,237,2,55,2,3,1,2,0.02222222,Q0_25,0,0,2
7,91,6487,71,26,2,4,2,2,0.78888889,Q75_100,0,1,2
7,91,6500,71,39,2,4,2,2,0.78888889,Q75_100,0,0,2
7,91,77,0,77,2,2,1,2,0.0,Q0_25,0,0,2
7,91,7476,82,14,2,4,2,2,0.91111111,Q75_100,1,2,2
7,91,5303,58,25,2,4,2,2,0.64444444,Q50_75,0,1,2
7,91,7694,84,50,2,4,2,2,0.93333333,Q75_100,0,1,2
7,91,7885,86,59,2,4,2,2,0.95555556,Q75_100,0,0,2
7,91,4682,51,41,2,4,2,2,0.56666667,Q50_75,0,1,2
7,91,1890,20,70,2,4,2,2,0.22222222,Q0_25,0,1,2
7,91,4585,50,35,2,4,2,2,0.55555556,Q50_75,0,1,2
7,91,7409,81,38,2,4,2,2,0.9,Q75_100,0,1,2
7,91,6413,70,43,2,4,2,2,0.77777778,Q75_100,0,1,2
7,91,5833,64,9,2,4,2,1,0.71111111,Q50_75,0,0,1
7,91,3607,39,58,2,4,2,2,0.43333333,Q25_50,0,1,2
7,91,597,6,51,2,3,1,2,0.06666667,Q0_25,0,0,2
7,91,8269,90,79,2,4,2,2,1.0,Q75_100,0,1,2
7,91,904,9,85,2,3,1,2,0.1,Q0_25,0,0,2
7,91,6409,70,39,2,4,2,2,0.77777778,Q75_100,0,1,2
7,91,6908,75,83,2,4,2,2,0.83333333,Q75_100,0,1,2
7,91,7757,85,22,2,4,2,2,0.94444444,Q75_100,0,1,2
7,91,4709,51,68,2,4,2,2,0.56666667,Q50_75,0,1,2
7,91,4434,48,66,2,4,2,2,0.53333333,Q50_75,0,1,2
7,91,4707,51,66,2,4,2,2,0.56666667,Q50_75,0,1,2
7,91,3690,40,50,2,4,2,2,0.44444444,Q25_50,0,1,2
7,91,5628,61,77,2,4,2,2,0.67777778,Q50_75,0,1,2
7,91,2785,30,55,2,4,2,2,0.33333333,Q25_50,0,1,2
7,91,3367,37,0,2,4,2,1,0.41111111,Q25_50,0,0,1
7,91,5415,59,46,2,4,2,2,0.65555556,Q50_75,0,0,2
7,91,3215,35,30,2,4,2,2,0.38888889,Q25_50,0,0,2
7,91,7850,86,24,2,4,2,2,0.95555556,Q75_100,0,0,2
7,91,4244,46,58,2,4,2,2,0.51111111,Q50_75,0,1,2
7,91,3280,36,4,2,4,2,1,0.4,Q25_50,0,0,1
7,91,6393,70,23,2,4,2,2,0.77777778,Q75_100,0,1,2
7,91,6915,75,90,2,4,2,2,0.83333333,Q75_100,0,0,2
7,91,2081,22,79,2,4,2,2,0.24444444,Q0_25,0,1,2
7,91,2834,31,13,2,4,2,2,0.34444444,Q25_50,0,1,2
7,91,3734,41,3,2,4,2,1,0.45555556,Q25_50,0,0,1
7,91,2886,31,65,2,4,2,2,0.34444444,Q25_50,0,0,2
7,91,6402,70,32,2,4,2,2,0.77777778,Q75_100,0,1,2
7,91,4428,48,60,2,4,2,2,0.53333333,Q50_75,0,0,2
7,91,6945,76,29,2,4,2,2,0.84444444,Q75_100,0,1,2
7,91,1986,21,75,2,4,2,2,0.23333333,Q0_25,1,2,2
7,91,6527,71,66,2,4,2,2,0.78888889,Q75_100,0,1,2
7,91,5356,58,78,2,4,2,2,0.64444444,Q50_75,0,1,2
7,91,2564,28,16,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,534,5,79,2,3,1,2,0.05555556,Q0_25,0,1,2
7,91,2017,22,15,2,4,2,2,0.24444444,Q0_25,0,1,2
7,91,8021,88,13,2,4,2,2,0.97777778,Q75_100,0,0,2
7,91,168,1,77,2,3,1,2,0.01111111,Q0_25,0,0,2
7,91,1326,14,52,2,4,2,2,0.15555556,Q0_25,0,1,2
7,91,4819,52,87,2,4,2,2,0.57777778,Q50_75,0,0,2
7,91,5991,65,76,2,4,2,2,0.72222222,Q50_75,0,0,2
7,91,5831,64,7,2,4,2,1,0.71111111,Q50_75,0,0,1
7,91,1311,14,37,2,4,2,2,0.15555556,Q0_25,0,1,2
7,91,4273,46,87,2,4,2,2,0.51111111,Q50_75,0,1,2
7,91,2567,28,19,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,495,5,40,2,3,1,2,0.05555556,Q0_25,0,1,2
7,91,4826,53,3,2,4,2,1,0.58888889,Q50_75,1,1,1
7,91,4507,49,48,2,4,2,2,0.54444444,Q50_75,0,1,2
7,91,3860,42,38,2,4,2,2,0.46666667,Q25_50,0,0,2
7,91,4888,53,65,2,4,2,2,0.58888889,Q50_75,0,1,2
7,91,4764,52,32,2,4,2,2,0.57777778,Q50_75,0,1,2
7,91,6891,75,66,2,4,2,2,0.83333333,Q75_100,0,0,2
7,91,2932,32,20,2,4,2,2,0.35555556,Q25_50,0,1,2
7,91,2623,28,75,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,240,2,58,2,3,1,2,0.02222222,Q0_25,0,0,2
7,91,5683,62,41,2,4,2,2,0.68888889,Q50_75,0,1,2
7,91,4219,46,33,2,4,2,2,0.51111111,Q50_75,0,0,2
7,91,7682,84,38,2,4,2,2,0.93333333,Q75_100,0,0,2
7,91,3180,34,86,2,4,2,2,0.37777778,Q25_50,0,1,2
7,91,6870,75,45,2,4,2,2,0.83333333,Q75_100,0,0,2
7,91,7056,77,49,2,4,2,2,0.85555556,Q75_100,0,1,2
7,91,2291,25,16,2,4,2,2,0.27777778,Q25_50,0,0,2
7,91,1221,13,38,2,4,2,2,0.14444444,Q0_25,0,1,2
7,91,8018,88,10,2,4,2,2,0.97777778,Q75_100,0,1,2
7,91,964,10,54,2,3,2,2,0.11111111,Q0_25,0,0,2
7,91,692,7,55,2,3,1,2,0.07777778,Q0_25,0,0,2
7,91,1647,18,9,2,4,2,1,0.2,Q0_25,0,0,1
7,91,1995,21,84,2,4,2,2,0.23333333,Q0_25,0,1,2
7,91,2132,23,39,2,4,2,2,0.25555556,Q25_50,0,1,2
7,91,2650,29,11,2,4,2,2,0.32222222,Q25_50,0,1,2
7,91,7565,83,12,2,4,2,2,0.92222222,Q75_100,0,1,2
7,91,4604,50,54,2,4,2,2,0.55555556,Q50_75,0,1,2
7,91,6398,70,28,2,4,2,2,0.77777778,Q75_100,0,1,2
7,91,2871,31,50,2,4,2,2,0.34444444,Q25_50,0,1,2
7,91,2611,28,63,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,2851,31,30,2,4,2,2,0.34444444,Q25_50,0,1,2
7,91,1302,14,28,2,4,2,2,0.15555556,Q0_25,0,0,2
7,91,2903,31,82,2,4,2,2,0.34444444,Q25_50,0,1,2
7,91,6278,68,90,2,4,2,2,0.75555556,Q75_100,0,0,2
7,91,7126,78,28,2,4,2,2,0.86666667,Q75_100,0,1,2
7,91,7992,87,75,2,4,2,2,0.96666667,Q75_100,0,0,2
7,91,5533,60,73,2,4,2,2,0.66666667,Q50_75,0,1,2
7,91,3480,38,22,2,4,2,2,0.42222222,Q25_50,0,1,2
7,91,6578,72,26,2,4,2,2,0.8,Q75_100,0,1,2
7,91,8097,88,89,2,4,2,2,0.97777778,Q75_100,0,1,2
7,91,3202,35,17,2,4,2,2,0.38888889,Q25_50,0,1,2
7,91,3208,35,23,2,4,2,2,0.38888889,Q25_50,0,0,2
7,91,504,5,49,2,3,1,2,0.05555556,Q0_25,0,1,2
7,91,3983,43,70,2,4,2,2,0.47777778,Q25_50,0,1,2
7,91,7689,84,45,2,4,2,2,0.93333333,Q75_100,1,2,2
7,91,7596,83,43,2,4,2,2,0.92222222,Q75_100,0,1,2
7,91,4868,53,45,2,4,2,2,0.58888889,Q50_75,1,2,2
7,91,136,1,45,2,3,1,2,0.01111111,Q0_25,0,0,2
7,91,2229,24,45,2,4,2,2,0.26666667,Q25_50,0,1,2
7,91,389,4,25,2,3,1,2,0.04444444,Q0_25,0,0,2
7,91,5388,59,19,2,4,2,2,0.65555556,Q50_75,0,1,2
7,91,774,8,46,2,3,1,2,0.08888889,Q0_25,0,0,2
7,91,5256,57,69,2,4,2,2,0.63333333,Q50_75,0,1,2
7,91,4441,48,73,2,4,2,2,0.53333333,Q50_75,0,1,2
7,91,4927,54,13,2,4,2,2,0.6,Q50_75,0,0,2
7,91,4334,47,57,2,4,2,2,0.52222222,Q50_75,0,1,2
7,91,73,0,73,2,2,1,2,0.0,Q0_25,0,0,2
7,91,917,10,7,2,3,2,1,0.11111111,Q0_25,1,1,1
7,91,6488,71,27,2,4,2,2,0.78888889,Q75_100,0,1,2
7,91,1072,11,71,2,4,2,2,0.12222222,Q0_25,0,0,2
7,91,1170,12,78,2,4,2,2,0.13333333,Q0_25,0,1,2
7,91,5901,64,77,2,4,2,2,0.71111111,Q50_75,0,0,2
7,91,3655,40,15,2,4,2,2,0.44444444,Q25_50,1,2,2
7,91,185,2,3,2,3,1,1,0.02222222,Q0_25,0,0,1
7,91,6961,76,45,2,4,2,2,0.84444444,Q75_100,0,1,2
7,91,1646,18,8,2,4,2,1,0.2,Q0_25,0,0,1
7,91,6271,68,83,2,4,2,2,0.75555556,Q75_100,1,2,2
7,91,5202,57,15,2,4,2,2,0.63333333,Q50_75,0,1,2
7,91,1446,15,81,2,4,2,2,0.16666667,Q0_25,0,0,2
7,91,5950,65,35,2,4,2,2,0.72222222,Q50_75,1,2,2
7,91,2587,28,39,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,1407,15,42,2,4,2,2,0.16666667,Q0_25,0,0,2
7,91,6386,70,16,2,4,2,2,0.77777778,Q75_100,0,1,2
7,91,2869,31,48,2,4,2,2,0.34444444,Q25_50,0,1,2
7,91,5572,61,21,2,4,2,2,0.67777778,Q50_75,0,1,2
7,91,2960,32,48,2,4,2,2,0.35555556,Q25_50,0,0,2
7,91,7261,79,72,2,4,2,2,0.87777778,Q75_100,0,1,2
7,91,4077,44,73,2,4,2,2,0.48888889,Q25_50,0,0,2
7,91,5933,65,18,2,4,2,2,0.72222222,Q50_75,0,0,2
7,91,3641,40,1,2,4,2,1,0.44444444,Q25_50,0,0,1
7,91,3405,37,38,2,4,2,2,0.41111111,Q25_50,0,1,2
7,91,3101,34,7,2,4,2,1,0.37777778,Q25_50,0,0,1
7,91,2318,25,43,2,4,2,2,0.27777778,Q25_50,0,0,2
7,91,7222,79,33,2,4,2,2,0.87777778,Q75_100,1,2,2
7,91,772,8,44,2,3,1,2,0.08888889,Q0_25,0,0,2
7,91,6583,72,31,2,4,2,2,0.8,Q75_100,0,1,2
7,91,6180,67,83,2,4,2,2,0.74444444,Q50_75,0,1,2
7,91,7456,81,85,2,4,2,2,0.9,Q75_100,0,1,2
7,91,2390,26,24,2,4,2,2,0.28888889,Q25_50,0,1,2
7,91,2679,29,40,2,4,2,2,0.32222222,Q25_50,0,0,2
7,91,3055,33,52,2,4,2,2,0.36666667,Q25_50,0,0,2
7,91,2626,28,78,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,753,8,25,2,3,1,2,0.08888889,Q0_25,0,0,2
7,91,7577,83,24,2,4,2,2,0.92222222,Q75_100,1,2,2
7,91,2097,23,4,2,4,2,1,0.25555556,Q25_50,0,0,1
7,91,3765,41,34,2,4,2,2,0.45555556,Q25_50,0,1,2
7,91,3478,38,20,2,4,2,2,0.42222222,Q25_50,0,0,2
7,91,6658,73,15,2,4,2,2,0.81111111,Q75_100,1,2,2
7,91,6300,69,21,2,4,2,2,0.76666667,Q75_100,0,0,2
7,91,4119,45,24,2,4,2,2,0.5,Q50_75,0,0,2
7,91,2011,22,9,2,4,2,1,0.24444444,Q0_25,0,0,1
7,91,7181,78,83,2,4,2,2,0.86666667,Q75_100,0,1,2
7,91,1282,14,8,2,4,2,1,0.15555556,Q0_25,0,0,1
7,91,2495,27,38,2,4,2,2,0.3,Q25_50,0,0,2
7,91,4165,45,70,2,4,2,2,0.5,Q50_75,0,0,2
7,91,7317,80,37,2,4,2,2,0.88888889,Q75_100,0,1,2
7,91,2804,30,74,2,4,2,2,0.33333333,Q25_50,0,1,2
7,91,1466,16,10,2,4,2,2,0.17777778,Q0_25,0,1,2
7,91,5053,55,48,2,4,2,2,0.61111111,Q50_75,0,1,2
7,91,5970,65,55,2,4,2,2,0.72222222,Q50_75,0,1,2
7,91,856,9,37,2,3,1,2,0.1,Q0_25,0,0,2
7,91,7858,86,32,2,4,2,2,0.95555556,Q75_100,0,1,2
7,91,1331,14,57,2,4,2,2,0.15555556,Q0_25,0,0,2
7,91,8020,88,12,2,4,2,2,0.97777778,Q75_100,0,0,2
7,91,1854,20,34,2,4,2,2,0.22222222,Q0_25,0,1,2
7,91,1105,12,13,2,4,2,2,0.13333333,Q0_25,0,1,2
7,91,1840,20,20,2,4,2,2,0.22222222,Q0_25,0,1,2
7,91,4724,51,83,2,4,2,2,0.56666667,Q50_75,1,2,2
7,91,4630,50,80,2,4,2,2,0.55555556,Q50_75,0,0,2
7,91,5888,64,64,2,4,2,2,0.71111111,Q50_75,0,0,2
7,91,5300,58,22,2,4,2,2,0.64444444,Q50_75,0,0,2
7,91,4134,45,39,2,4,2,2,0.5,Q50_75,0,0,2
7,91,492,5,37,2,3,1,2,0.05555556,Q0_25,0,1,2
7,91,787,8,59,2,3,1,2,0.08888889,Q0_25,0,1,2
7,91,6509,71,48,2,4,2,2,0.78888889,Q75_100,0,1,2
7,91,5216,57,29,2,4,2,2,0.63333333,Q50_75,0,1,2
7,91,1723,18,85,2,4,2,2,0.2,Q0_25,0,0,2
7,91,975,10,65,2,3,2,2,0.11111111,Q0_25,0,1,2
7,91,6566,72,14,2,4,2,2,0.8,Q75_100,0,1,2
7,91,2150,23,57,2,4,2,2,0.25555556,Q25_50,0,0,2
7,91,6174,67,77,2,4,2,2,0.74444444,Q50_75,0,1,2
7,91,3992,43,79,2,4,2,2,0.47777778,Q25_50,0,0,2
7,91,4071,44,67,2,4,2,2,0.48888889,Q25_50,0,1,2
7,91,5422,59,53,2,4,2,2,0.65555556,Q50_75,1,2,2
7,91,7965,87,48,2,4,2,2,0.96666667,Q75_100,0,0,2
7,91,6811,74,77,2,4,2,2,0.82222222,Q75_100,0,1,2
7,91,5493,60,33,2,4,2,2,0.66666667,Q50_75,0,0,2
7,91,2262,24,78,2,4,2,2,0.26666667,Q25_50,0,1,2
7,91,7025,77,18,2,4,2,2,0.85555556,Q75_100,0,0,2
7,91,7895,86,69,2,4,2,2,0.95555556,Q75_100,0,0,2
7,91,2730,30,0,2,4,2,1,0.33333333,Q25_50,0,0,1
7,91,7493,82,31,2,4,2,2,0.91111111,Q75_100,0,0,2
7,91,2969,32,57,2,4,2,2,0.35555556,Q25_50,0,1,2
7,91,4912,53,89,2,4,2,2,0.58888889,Q50_75,0,0,2
7,91,1166,12,74,2,4,2,2,0.13333333,Q0_25,0,0,2
7,91,2576,28,28,2,4,2,2,0.31111111,Q25_50,0,1,2
7,91,7364,80,84,2,4,2,2,0.88888889,Q75_100,0,1,2
7,91,6842,75,17,2,4,2,2,0.83333333,Q75_100,0,1,2
7,91,3680,40,40,2,4,2,2,0.44444444,Q25_50,0,1,2
7,91,5018,55,13,2,4,2,2,0.61111111,Q50_75,0,1,2
7,91,694,7,57,2,3,1,2,0.07777778,Q0_25,0,0,2
7,91,2995,32,83,2,4,2,2,0.35555556,Q25_50,0,1,2
7,91,3977,43,64,2,4,2,2,0.47777778,Q25_50,0,0,2
7,91,6683,73,40,2,4,2,2,0.81111111,Q75_100,0,1,2
7,91,3127,34,33,2,4,2,2,0.37777778,Q25_50,0,1,2
7,91,3679,40,39,2,4,2,2,0.44444444,Q25_50,0,1,2
7,91,8051,88,43,2,4,2,2,0.97777778,Q75_100,0,1,2
7,91,7507,82,45,2,4,2,2,0.91111111,Q75_100,0,1,2
7,91,3562,39,13,2,4,2,2,0.43333333,Q25_50,0,1,2
7,91,581,6,35,2,3,1,2,0.06666667,Q0_25,0,0,2
7,91,1046,11,45,2,4,2,2,0.12222222,Q0_25,0,0,2
7,91,3609,39,60,2,4,2,2,0.43333333,Q25_50,0,0,2
7,91,7278,79,89,2,4,2,2,0.87777778,Q75_100,0,1,2
7,91,5728,62,86,2,4,2,2,0.68888889,Q50_75,0,0,2
7,91,3735,41,4,2,4,2,1,0.45555556,Q25_50,0,0,1
7,91,5238,57,51,2,4,2,2,0.63333333,Q50_75,0,0,2
7,91,3712,40,72,2,4,2,2,0.44444444,Q25_50,0,1,2
7,91,2654,29,15,2,4,2,2,0.32222222,Q25_50,0,1,2
7,91,4264,46,78,2,4,2,2,0.51111111,Q50_75,0,1,2
7,91,2308,25,33,2,4,2,2,0.27777778,Q25_50,0,1,2
7,91,6034,66,28,2,4,2,2,0.73333333,Q50_75,0,1,2
7,91,3074,33,71,2,4,2,2,0.36666667,Q25_50,0,0,2
7,91,7978,87,61,2,4,2,2,0.96666667,Q75_100,0,0,2
7,91,1629,17,82,2,4,2,2,0.18888889,Q0_25,0,0,2
7,91,2421,26,55,2,4,2,2,0.28888889,Q25_50,0,1,2
7,91,5241,57,54,2,4,2,2,0.63333333,Q50_75,1,2,2
7,91,4532,49,73,2,4,2,2,0.54444444,Q50_75,0,1,2
7,91,3859,42,37,2,4,2,2,0.46666667,Q25_50,0,1,2
7,91,2337,25,62,2,4,2,2,0.27777778,Q25_50,0,0,2
7,91,5799,63,66,2,4,2,2,0.7,Q50_75,0,1,2
7,91,6366,69,87,2,4,2,2,0.76666667,Q75_100,0,1,2
7,91,4228,46,42,2,4,2,2,0.51111111,Q50_75,0,0,2
7,91,5894,64,70,2,4,2,2,0.71111111,Q50_75,0,1,2
7,91,1848,20,28,2,4,2,2,0.22222222,Q0_25,0,1,2
7,91,1344,14,70,2,4,2,2,0.15555556,Q0_25,0,1,2
7,91,8152,89,53,2,4,2,2,0.98888889,Q75_100,0,1,2
7,91,3120,34,26,2,4,2,2,0.37777778,Q25_50,0,1,2
7,91,4297,47,20,2,4,2,2,0.52222222,Q50_75,0,1,2
7,91,4132,45,37,2,4,2,2,0.5,Q50_75,0,0,2
7,91,8153,89,54,2,4,2,2,0.98888889,Q75_100,0,0,2
7,91,2044,22,42,2,4,2,2,0.24444444,Q0_25,0,0,2
7,91,291,3,18,2,3,1,2,0.03333333,Q0_25,0,0,2
7,91,3290,36,14,2,4,2,2,0.4,Q25_50,0,0,2
7,91,7308,80,28,2,4,2,2,0.88888889,Q75_100,0,0,2
7,91,8044,88,36,2,4,2,2,0.97777778,Q75_100,0,1,2
7,91,4696,51,55,2,4,2,2,0.56666667,Q50_75,0,1,2
7,91,1759,19,30,2,4,2,2,0.21111111,Q0_25,0,0,2
7,91,1762,19,33,2,4,2,2,0.21111111,Q0_25,0,1,2
7,91,1005,11,4,2,4,2,1,0.12222222,Q0_25,0,0,1
7,91,628,6,82,2,3,1,2,0.06666667,Q0_25,0,1,2
7,91,5777,63,44,2,4,2,2,0.7,Q50_75,0,0,2
7,91,1866,20,46,2,4,2,2,0.22222222,Q0_25,0,1,2
7,91,2907,31,86,2,4,2,2,0.34444444,Q25_50,0,1,2
7,91,163,1,72,2,3,1,2,0.01111111,Q0_25,0,0,2
7,91,7966,87,49,2,4,2,2,0.96666667,Q75_100,0,0,2
7,91,238,2,56,2,3,1,2,0.02222222,Q0_25,0,0,2
7,91,4107,45,12,2,4,2,2,0.5,Q50_75,0,1,2
7,91,2378,26,12,2,4,2,2,0.28888889,Q25_50,0,0,2
7,91,3927,43,14,2,4,2,2,0.47777778,Q25_50,0,0,2
7,91,4258,46,72,2,4,2,2,0.51111111,Q50_75,0,0,2
7,91,8056,88,48,2,4,2,2,0.97777778,Q75_100,0,1,2
7,91,8151,89,52,2,4,2,2,0.98888889,Q75_100,0,1,2
7,91,3436,37,69,2,4,2,2,0.41111111,Q25_50,0,1,2
7,91,4010,44,6,2,4,2,1,0.48888889,Q25_50,0,0,1
7,91,2589,28,41,2,4,2,2,0.31111111,Q25_50,0,0,2
7,91,6170,67,73,2,4,2,2,0.74444444,Q50_75,0,1,2
7,91,2987,32,75,2,4,2,2,0.35555556,Q25_50,0,1,2
